99
3531.6	231.4	7.2168	0.090558
-80.0343	117.232	29.5817	0.0	0.0335183	-0.0373942	0.00774862
1910.5	0	0
1911.5	0	0
1912.5	0	0
1913.5	0	0
1914.5	0	0
1915.5	0	0
1916.5	0	0
1917.5	0	0
1918.5	0	0
1919.5	0	0
1920.5	0	0
1921.5	0	0
1922.5	0	0
1923.5	0	0
1924.5	0	0
1925.5	0	0
1926.5	0	0
1927.5	0	0
1928.5	0	0
1929.5	0	0
1930.5	0	0
1931.5	0	0
1932.5	0	0
1933.5	0	0
1934.5	0	0
1935.5	0	0
1936.5	0	0
1937.5	0	0
1938.5	0	0
1939.5	0	0
1940.5	0	0
1941.5	0	0
1942.5	0	0
1943.5	0	0
1944.5	0	0
1945.5	0	0
1946.5	0	0
1947.5	0	0
1948.5	0	0
1949.5	0	0
1950.5	0	0
1951.5	0	0
1952.5	0	0
1953.5	0.04	0.04
1954.5	0.04	0.04
1955.5	0.04	0.04
1956.5	0.04	0.04
1957.5	0.05	0.04
1958.5	0.05	0.04
1959.5	0.05	0.05
1960.5	0.05	0.05
1961.5	0.06	0.05
1962.5	0.07	0.06
1963.5	0.08	0.07
1964.5	0.09	0.08
1965.5	0.11	0.1
1966.5	0.13	0.12
1967.5	0.16	0.14
1968.5	0.18	0.17
1969.5	0.21	0.19
1970.5	0.23	0.21
1971.5	0.26	0.24
1972.5	0.3	0.27
1973.5	0.34	0.31
1974.5	0.39	0.35
1975.5	0.44	0.4
1976.5	0.5	0.46
1977.5	0.58	0.53
1978.5	0.66	0.61
1979.5	0.76	0.7
1980.5	0.88	0.81
1981.5	1.01	0.92
1982.5	1.14	1.04
1983.5	1.27	1.16
1984.5	1.41	1.28
1985.5	1.56	1.42
1986.5	1.72	1.57
1987.5	1.89	1.72
1988.5	2.06	1.88
1989.5	2.23	2.04
1990.5	2.42	2.21
1991.5	2.63	2.4
1992.5	2.86	2.61
1993.5	3.1	2.83
1994.5	3.34	3.05
1995.5	3.59	3.28
1996.5	3.85	3.51
1997.5	4.07	3.79
1998.5	4.3	4.02
1999.5	4.44	4.2
2000.5	4.63	4.38
2001.5	4.9	4.63
2002.5	5.12	4.87
2003.5	5.36	5.08
2004.5	5.51	5.28
2005.5	5.78	5.55
2006.5	5.99	5.75
2007.5	6.19	5.96
2008.5	6.45	6.19
